0,barangnya kw ga originalyg lain jgn sampe kena tipu ya
0,2019gantipresiden
0,sesuai harga nya
0,pesanan kurang tak sesuai iklan
0,beli 2 yg satu nya reject
0,barang kadaluarsa semua nya 
0,barangnya seperti barang lokaldan sepatu kekecilan
0,murah tapi tidak sesuai gambar namun akan lebih baik apabila
0,jgn beli
0,tidak sesuai pesenan
0,alhamdulillah sehatalhamdulillah sehatal alhamdulillah se
0,barang rusak dalam 3x 24 jam pemakaian
0,merk wahl yang saya beli adalah bukan original alias kw
0,bagus sihtpi warnanya ndk sesuai dengan yg ada difoto
0,warna rada kotor
0,barang imitasi
0,kartu rusak
0,baterai ultrafire 18650 rechargeable  battery 18650 ada yg tdk fungsi
0,barang jelek gak bisa di pakai nyesel bli di sini
0,buka lapak atau custumernya lambat kirimnya
0,gk bisa nyala namun akan lebih baik apabila nyala
0,kayak kain lap  namun akan lebih baik apabila yg bagus
0,lama bngt nyampe ampe sekarang kaga sampe
0,barang nya kurang rapi boss lemnya nggak rata kmana
0,pakingan baik
0,not worth
0,batang tidak sesuai deskripsi
0,barang blm sampai gmn cara pengaduannya
0,pembelian dompet travel travellous
0,tidak ada ulasan karena barang tidak dikirimkan
0,suka namun akan lebih baik apabila tidak lentur
0,kecewa dan tertipu barang 100 tdk sesuai
0,kecil bajunya
0,lumayan namun akan lebih baik apabila top
0,kurang puas saya dengan pelayanan ysangat kecewa saya
0,tdk recomendpendek bgt cm smp pangkal paha
0,yoman  namun akan lebih baik apabila bisa terbang
0,g ada gunanya ngibul
0,kayaknya bukan ori deh
0,tidak puas barang ada yang mati 2 pcs
0,yang dikirim sampo lain
0,jauh dengan ekspetasi gambar
0,pas
0,warna merahnya tidak sesuai gambarlebih ke pink
0,ga bisa nyala
0,barang finishing nya sbg barang home industri tidak rapi
0,buruk melayani komplainan pembeli
0,barangnya tdk sesuai dgn gambarnya
0,barang d terima
0,barang tidak sesuai gmbar  malah di kirim yg motif
0,kardus jelek
0,barang kw tidak ori xiaomi
0,barang tidak sesuai dengan kondisi aslinya
0,barang sesuai kl hasil blm
0,terimakasih
0,komplaim
0,ukuran ga sesuai
0,jauh dari kata lumayan
0,paket lama datangnya hars ngambil ke tiki alasane kurir sibk
0,chffhf namun akan lebih baik apabila cpat prosesnya
0,celananya gk original
0,ganti aj fotonya
0,barang jelek banget gak sesuai yg di posting suara sember
0,no respon
0,gak aktiv
0,barang bagus masih baru tp tidak bisa nyala
0,saya tidak puas namun akan lebih baik apabila tidak sesuai
0,sesuai dengan pesanan bisa berfungsi dengan baik
0,patah
0,gasesuai deskripsi
0,tidak sesuai dg harapan
0,model nya sama tapi kualitas barangnya bikin kecewa
0,ukuran yang lo pake ukuran mana ya bosssss 
0,gambar putus putus cuma 6 chanel yang bersih
0,barang tidak sesuai dengan foto yg tertera
0,packing kurang baikkemasan ada rusakwarna tidak sesuai
0,qualitas barang
0,telurnya ada yg busuk kurang fresh
0,namanya juga barang murah
0,ukuran panjangnya seperti celana 78
0,casio ltp v001l 1a dgn ltp v001l 7b
0,kecewa banget barangnya belum datang
0,penempatan nya kurang pengaruh
0,sesuai hargatumpultak bermamfaat
0,haloo barangnya saya belom terima ya
0,kecewa pisan lah
0,gak sesuai gambar barangnya 
0,lengan tidak sesuai foto
0,tas tidak sesuai pesanan
0,barang rusak dua2ny percuma buang duit doank
0,deodorant
0,barangnya tdk sesui dengan gambarnya
0,minta size 43 yg dikirim size 42ya gak muat
0,tidak bisa di pakai cuma bisa voice
0,kecewa jadi 2 kaling buntung
0,berbeda sama yg d gambar
0,jauh dari yang terlihat di gambar
0,cctv dan kabel
0,barang ko gini smua sablonan nya ancur bru di liat skrng
0,saya kasi nilai b
0,buruk dan mengecewakan
0,gak dikirim
0,bahan jelek jahitan kurang rapi lengan kurang panjang
0,wrna mesin jahit nya tidak sesuai yg sy mnt
0,barangnya jaitannya gk rapih acak2an
0,mohon maaf sebelumnya
0,gak ada tali
0,baru aja di pake 2 hari udah jebol aja
0,sesuai dg hargalah
0,good
0,barang dikirim 3 jam sblm batas waktu
0,kecewa beratt
0,warna terlalu gelaptidak sesuai pict
0,barang tanpa segel kamera dan tv tidak bisa
0,respon lama bgt  pengiriman lama bgt not recommend seller
0,sepatu wanita slip on hitam
0,barang tidak sesuai sama sekali
0,nyesel beli
0,pesen no 4 yg dateng no 21 gak sesuai pesanan packing lama
0,jelek bat
0,barang baru saya terima tadi sore  30112015 
0,ga sesuai pesanan catatan pembeli
0,kecil namun akan lebih baik apabila rapi dan cepat
0,size jauh dari prediksi
0,kecewa dg kualitas
0,packing kurang rapi
0,jahitan lengan kanan asal jadi di pakai tidak nyaman
0,tdk cocok dgn lensanya
0,barang tidak dapat berpungsi
0,mini portable projector
0,tidak seperti harapan
0,alasnya kurang bgus
0,barang kurang sesuai pesanan
0,belum memenuhi harapan
0,barang nya gada parah ni lapak
0,kecewa barangnya jelek
0,barang tidak bisa di castrimakasih
0,bagian resleting lepas jahitan ga rapi
0,sandal no 37 tp no sriker ma box no 40 kecewa banget
0,bas nya gaada kalah bass nya ama headset yang 10k didkt rmh
0,hp banyak lecet dan cassing belakang tidak menutup sempurna
0,id card panitia kurban ini mah
0,ekspedisi jt masalah
0,baterai drop
0,nub
0,sulit rekam video
0,baru pake sehari talinya putus sebelah
0,ternyata saya tidak sendiri
0,ada namun akan lebih baik apabila model
0,ringanyg psti murahtp tdk bs dgunakan
0,robek satu barang
0,gambar sama barang sangat beda apalagi ukuran
0,tdak sesuai
0,sya tidak puas dengan barang ini
0,barang cacat sekali
0,berbagi itu indah
0,sampai sekarang belum sampai di jne masih on proses di cek
0,barang nya gx sesuai kecil sebelah
0,nyamuk tetep bnyak namun akan lebih baik apabila tidak
0,lama sampai sebulan
0,trippod kamera
0,payaahh
0,cuman terlihat mewah aslinya jauh dari harapan
0,uhhhh
0,tipu
0,no coment
0,kapan stok nya ada  kabarkan ya
0,bukan kos 0015 yg dikirim kos 0016
0,complain
0,holder nya tdk cocok sama tripot nya
0,heloooow barang belom sampe sampai sekarang dr tgl 7 juni 
0,cuma 1 dwnk
0,material barang dan fungsinya kurang bagus
0,jebakan betmen
0,intinyah gk ada gatansi
0,ga bisa jalan
0,tidak ada hasil
0,kualitas biasa aja tidak sesuai ekspektasi
0,tidak seeuai dengan warna
0,kecewa barang rusak lem tidak menempel
0,bukan solid wood
0,pengiriman pakai yes tapi dikirim pakai regular
0,pengiriman lambat sampai
0,barang rusak cacat
0,ukuran dari 5 pcs barang ga sama semua
0,buku panduannya kurang spesifik tidak ada bahasa indonesia
0,barang lumayan bagus
0,seller koplak
0,joger
0,sedikit kecewa dengan kualitas
0,barang mengecewakan
0,hancurrparah bangett
0,aneh
0,kecewa barang tidak bisa dipakai sama sekali
0,belum dipake udah rusak
0,kursi lecet n patah
0,jelek kaya palsu
0,sebelah kanan kesempitan
0,deskripsi tidak lengkap
0,bkn kabel data tapi hanya kabel cas
0,jangan beli disini penjualnya gk amanah
0,ukuran bajunya tdk pas dg saya
0,batu dyed 
0,warna tidak sesuai pesanan padahal mencantumkan warna
0,parfum garuda 60ml
0,pengiriman sangat lambanterlalu lama pengiriman paket
0,barang gak seperti yang di harapkan
0,warna tidak sesuai gambar
0,respon mana
0,tidak rapi
0,daya nya tdk sesuai dgn deskripsi brg
0,katanya paketnya 24 pcs yg datang cuma 10 doank gmn ini
0,ga sesuai iklan
0,jam mati tida bisa on
0,bohong gak numbuh numbuh
0,jahitan roknya jelek
0,review blazer
0,respon lambt
0,kualitas suara g kayak sennheiser pada umumnya
0,nyesal beli y crocodile abal2
0,okeoke
0,penjual tidak tahu arti kata ready dan pre order
0,ketipu gw sama yg pnya lapak ini
0,pesan 5 pasang di kirim 3 pasang
0,po warna g sesuai
0,harga n barang gak sesuai kualitasnya
0,wifi di camera action nya gak jadi di cas juga gak nyala
0,over bad
0,tolong pelayanan lebih baik lagi
0,gambar tidak jelas meskipun siang
0,barang kadaluarsa
0,pemutar jam ny rusak
0,tidak sesuai gambar ujung lancip di gambar tidak
0,jelek kw banget
0,barang rusak  bonus tidak ada
0,barang tidak ada
0,sepatu kulit imitasi tak sesuai dengan iklan
0,pembelajaran
0,jelek barangnya
0,anycast dongle hdmi belum bisa dipakai
0,barang pas dicoba tdk bisa merekamtdk conect di laptop
0,ok namun akan lebih baik apabila oke
0,tidak sesuai sesuailah
0,barang tidak dikirim
0,kiriman lama
0,zonk
0,baterray gembung jam mati
0,barang tidak sampai
0,barang pesanan tidak sesuai dgn gambar
0,kurang memuaskan tidak sesuai dengan gambar
0,blm di cek sih namun akan lebih baik apabila
0,bumbu racik tdk sesuai dgn yg diharapkanharga 5000 dpt 1
0,hardisk ir5000i
0,jenis kayu terapung
0,barang belum di terima
0,terima kasih terima kasih
0,kurang wangi
0,lebih fokus lagi jualannya 
0,barang nya lama banget dateng nya
0,yg jual ngk tau diri ea barang ngk lengkap toddddddddddddd
0,bahan ya tipis
0,mendingan jangan ikut flash sale kalau exp tinggal 2 bulan
0,ukuran 44 nya kaya ukuran 42  kaki pada lecet
0,speker
0,kelengkapan barang koq bisa kurang
0,kualitas gak bagus
0,llllllaaaaammmmmaaaaa
0,namun akan lebih baik bila kiriman di percepat
0,pada rontok manik2 nya
0,barang ga diterima tp trackingnya dah smpeini kesalahan d
0,agak fail
0,blank
0,minta juve dikirim arsenal
0,saya kurang puas dengan pembelian action cam
0,jaketnya
0,tidak berfungsi sebagaimana petunjuk yg ada di dalam brosur
0,lebih baik memajang foto asli
0,lama sampai barang tidak sesuai yang diharapkan
0,ga ada ngaruhnya
0,barang tidak sesuai ekspektasi
0,brg bagus
0,barang tdk smpai ke alamat melainkan dititip di tmpat lain
0,speaker tidak berfungsi
0,setelah dicoba
0,pesan celana pendek 2 dikasih pendek 1 panjang 1
0,kamera rusak jangan dijual mass
0,proses lamaa
0,murah murahan tidak sesuai deakrip iklan
0,mohon di perbaiki lagi
0,gambarnya bagud
0,sesuai pesanan aja
0,tas nya kecil
0,mmc 32gb bermasalah
0,raket bengkong
0,sudah add buble tp gk ada
0,size tidak sesuai pesanan pesan xl yang diterima size l
0,barang yg dipesan dan yg dikirim berbeda
0,omong kosong
0,ga jalan
0,jualan daun kelor dikirim daun jati niat jualan gk
0,qualitas kurang bagus
0,saya sangat tidak senang dengan pelayanan nya
0,palsuu
0,barang tidak sesuai deskripsi dan gambar iklan
0,pengemasan barang jelek
0,tidak sesuai merk
0,ada patah sebelah kanan atas
0,jilbab tidak sesuai dg gambar
0,wanginya ga lama
0,brg tidak sesuai
0,yh
0,sip
0,kurang lngkap
0,jam bekas
0,tidak sesuai dengan aslinya
0,murah kainnya kurang bgs
0,popsocket tidak sesuai ekspektasi
0,lensa ukuran tidak sesuai akan dikembalikan lg dan diganti
0,agak telat
0,ukuran kecil banget
0,palsu p a l s u
0,kalo mau yg kualitas kurang bagus betah aja di sini
0,tidak bisa dipake
0,account tidak bisa dipake tong tolong
0,praktis namun akan lebih baik apabila pengiriman lebi cepat
0,tidak ada tali sepatunya tali sepatunya kemana ini bosss
0,gantungan kuncitetapi tdk ada buat gantunganya
0,barang udah sampai gan
0,komplein
0,tak ada segel
0,bukan original
0,kecewa bukan merk xiaomi
0,ga sesuai catatan
0,bhnnya panas tdk sesuai keterangan
0,gak berfungsi namun akan lebih baik apabila gak di jual
0,sedih kalau di critakan
0,barang cacatrusakjngan dibeli
0,barang gak sesuai gambar
0,goodd jobbbbs
0,packingnya gk rapi kualitasnya juga
0,barang rusak yang di kirim
0,berbisnislah yang jujur pelapak ikhlasia
0,chat g dibales bales pesenam dua cuma satu yg diproses
0,buff tdk sesui dgn foto
0,modelnya sesuai
0,yang dikirim tdk sesuai dgn gambar
0,mohon untuk di perjelas model apa kesalhan jahitan ya
0,tidak melebar namun akan lebih baik apabila 
0,tas kosmtik bag
0,di fisik kartu memory tertera kelas 10
0,barang rusak tolong jgn di jual mbakmas
0,kecewa gan barang rusak tidak bsa pakai
0,bener bener mengecewakan
0,tak sesuai expetasi
0,lelah menanti
0,gak professional
0,nda sesuai dengan foto pengiriman lama banget
0,sama saja dengan indor lainya
0,barang yg dikirim gak sesuai sama deskripsi
0,gk sesuai orderan
0,batrei cuman tahan 5 menit
0,bawahnya plastik kerass
0,hanya mau terima duit tapi tidak ada pelayanan baik
0,katanya warna tas kosmetiknya lengkap
0,sunslilk
0,seller kurang respon
0,barang dipesan abu2 hitam not rekomended
0,korup online
0,barang sudah tidak berfungsi lagi
0,gak bunyi
0,mati satu
0,barang yg datang 1pcs di deskripsi 1 bbox
0,gak rekomen bgt setelah bayar gak respon
0,kualitas bagus barang tidak sama dengan gambar
0,hh namun akan lebih baik apabila fgvjxkvxxkmkh
0,barng jelek
0,smartband cognos f1
0,sorry gan sy ga ngerti kok mmc nya rusak ga bisa dipake
0,saya belum terima barang nya kok ini uda selesai aja ya
0,gada respon dan lama sampai
0,lumayan namun akan lebih baik apabila respon cepat
0,suara bagus tapi kualitas material buruk
0,batang tidak sesuai dengan yg di gambar
0,gak bener nih
0,seperti air biasa ngga ada reakasi sesuai keinginan
0,josh gandos besar ukuran batunya
0,pelayanan krg bagus
0,susah aktipin nya
0,ukuran kekecilan
0,barang cacat ad bekas bercak bercak nyaaa
0,barang tidak saya tidak terima
0,cacat kok di jual
0,tapi wifinya gak bisa di buka gan
0,touchscreen tidak fungsi
0,dari 5 barangnya yg di terima cuma 1 yang ada pengaitnya
0,respon lama pengiriman barang lama
0,ya bgus dah namun akan lebih baik apabila lebih murah lagi
0,buku gak sesuai yg difoto terlalu kecil
0,brang sudah dicoba hnya 1hari sdah tidak bs connected
0,bubbles crap y sedikit
0,barang seperti bekas kotor dan ada rambutnya
0,barang nya tidah sesuay pesan an
0,lemm ga rapi bahan kualitas kurang bgt
0,pelapaknya nakal
0,siiip ok rekomended
0,malu makenya
0,semoga barangnya bisa lebih baik lagi
0,katanya bergiwang bagus difoto sj yg datang mengecewakan
0,kecewa sangat 
0,terllu pensil namun akan lebih baik apabila dah itu ja
0,barang cepat lobet
0,sara rasa isi kurang aktual
0,celana nya ga sesuai kancingnya jelek sangat nyesel
0,barangnya nggah jadi bos kecewa bgetudh 5 batrey di tes
0,bunyinya kecil
0,gpp
0,hgufxgjcjvjvjxgz
0,eeffesfcdgv
0,harga murah barangnya juga murahan 
0,kualitas barang bagus
0,packing rapi sih namun 1
0,parahhhhhhh
0,sablonan logo nya
0,bahan nya tipis banget
0,oon
0,lama peosesnya
0,ngak bisa di cas dengan battery saya
0,jelek brangx
0,kondisi barang
0,speaker s10
0,barang ancur leburr
0,warna hitam d kasih putih
0,size tidak sesuai standar
0,tidak sesuai dengan pesanan saya
0,pembelian kali ini prosesnya agak lama
0,tidak sesuai yg di foto
0,kualitas bahan tipis
0,beda dgn yg digambar
0,smart watch
0,biasa aja namun akan lebih baik apabila gtu aja dah
0,tidak puas sekali
0,lama bangeeeeeeeeeeeeeeeweeeeeeeeet sampaiiiiiiii nyaa
0,kecil banget ternyata
